name,actor_id,gender,character,actor_popularity,movie_id
Paul Giamatti,13242.0,2.0,Aleksei Sytsevich / The Rhino,8.958,102382
Sally Field,35.0,1.0,Aunt May,4.283,102382
Embeth Davidtz,6368.0,1.0,Mary Parker,8.051,102382
Campbell Scott,55152.0,2.0,Richard Parker,3.5,102382
Marton Csokas,20982.0,2.0,Dr. Ashley Kafka,7.052,102382
Louis Cancelmi,163731.0,2.0,Man in Black Suit,2.122,102382
Max Charles,558928.0,2.0,Young Peter Parker,1.704,102382
B.J. Novak,107770.0,2.0,Allistar Smythe,4.445,102382
Sarah Gadon,190895.0,1.0,Kari,5.757,102382
Michael Massee,9289.0,2.0,Gustav Fiers / The Gentleman,3.535,102382
Jorge Vega,1650216.0,2.0,Jorge,0.6,102382
Bill Heck,963767.0,2.0,G-5 Co-Pilot,4.606,102382
Teddy Coluca,1232538.0,2.0,Gwen's Cabbie,2.448,102382
Helen Stern,1657458.0,1.0,British Desk Attendant,0.6,102382
Aidy Bryant,1093920.0,1.0,Woman in Statue Of Liberty Costume,0.615,102382
Cal McCrystal,1657460.0,2.0,Principal Conway,0.6,102382
Anslem Richardson,176658.0,2.0,Times Square Cop,1.306,102382
Mark Doherty,1634923.0,2.0,Swat Team Leader,0.728,102382
James Colby,115975.0,2.0,Lead Officer,2.423,102382
Kari Coleman,156989.0,1.0,Helen Stacy,1.4,102382
Skyler Gisondo,61263.0,2.0,Howard Stacy,5.998,102382
Charlie DePew,1424715.0,2.0,Philip Stacy,1.094,102382
Robert Newman,1224691.0,2.0,Police Captain,2.115,102382
Adrian Martinez,94432.0,2.0,Bodega Cashier,3.049,102382
Thaddeus Phillips,1492018.0,2.0,Robber,0.6,102382
James McCauley,281638.0,2.0,Air Traffic Controller,0.716,102382
Rachael McOwen,1479737.0,1.0,Dispatcher,0.6,102382
David Shabtai,1657469.0,2.0,Dispatcher,0.6,102382
Greg Connolly,928619.0,2.0,Osborn Butler,1.4,102382
Timothy Adams,1218185.0,2.0,Pilot,2.938,102382
Tug Coker,205724.0,2.0,Pilot,1.4,102382
Jabari Gray,1454093.0,2.0,Pilot,0.6,102382
Jamie Lynn Concepcion,1657471.0,1.0,Jorge's Mother,0.6,102382
Pat Kiernan,1480047.0,2.0,NY1 News Anchor,0.6,102382
Jessica Abo,1279414.0,1.0,NY1 Reporter,0.6,102382
Clem Cheung,4893.0,2.0,Chinese Grandpa,1.4,102382
Dusan Hyska,1054326.0,2.0,Armed Robber,0.6,102382
Andrei Runtso,1286873.0,0.0,Armed Robber,1.38,102382
Brennan Taylor,1047655.0,2.0,Ravencroft Guard,0.6,102382
Slate Holmgren,1364346.0,2.0,Ravencroft Guard,1.4,102382
Drew Beasley,1455792.0,2.0,Bully,1.176,102382
Matthew Tronieri,1657525.0,2.0,Bully,0.6,102382
Dario Barosso,995205.0,2.0,Bully,0.84,102382
Salvatore L. Rossi,1657529.0,2.0,Bully,0.6,102382
Peter KT Tzotchev,1657532.0,2.0,Bully,0.98,102382
Paul Urcioli,60119.0,2.0,Doctor,1.788,102382
David Shih,1358468.0,2.0,Doctor,0.6,102382
Daniel Gerroll,73933.0,2.0,OsCorp Department Head,1.4,102382
Brian McElhaney,132310.0,2.0,Times Square Bystander,0.656,102382
Jonathan Braylock,1266290.0,2.0,Times Square Bystander,0.6,102382
Steven Hauck,1333666.0,2.0,Corporate Lawyer,1.77,102382
J.D. Walsh,93053.0,2.0,Dr. Jallings - Science Investigator,1.708,102382
Stan Lee,7624.0,2.0,Graduation Guest,5.611,102382
Jessica Shea Alverson,1257860.0,1.0,Graduation Parent (uncredited),0.609,102382
Stefanie Barry,1827848.0,1.0,Times Square driver (uncredited),0.6,102382
Chris Cooper,2955.0,2.0,Norman Osborn (uncredited),4.453,102382
BJ Davis,114454.0,2.0,NYPD Officer (uncredited),0.69,102382
Julia Davis,1396525.0,1.0,NYPD Officer (uncredited),0.84,102382
Frank Deal,171886.0,2.0,Agent Berkley (uncredited),1.774,102382
Odette Warder Henderson,2616839.0,1.0,Pedestrian (uncredited),1.381,102382
Denis Leary,5724.0,2.0,Captain Stacy (uncredited),6.896,102382
Lynn Marocola,1460933.0,1.0,Times Square Tourist (uncredited),2.16,102382
Josh Elliott Pickel,1492733.0,2.0,Bully (uncredited),0.6,102382
Jacob Rodier,930322.0,2.0,Simon Stacy (uncredited),0.681,102382
Martin Sheen,8349.0,2.0,Uncle Ben (uncredited),6.301,102382
Tobey Maguire,2219.0,2.0,Peter Parker / Spider-Man,14.732,557
Willem Dafoe,5293.0,2.0,Norman Osborn / Green Goblin,19.626,557
Kirsten Dunst,205.0,1.0,Mary Jane Watson,14.969,557
James Franco,17051.0,2.0,Harry Osborn,5.446,557
Rosemary Harris,18998.0,1.0,May Parker,2.906,557
J.K. Simmons,18999.0,2.0,J. Jonah Jameson,9.446,557
Cliff Robertson,19153.0,2.0,Ben Parker,1.984,557
Gerry Becker,19468.0,2.0,Maximilian Fargas,1.364,557
Bill Nunn,5502.0,2.0,Joseph 'Robbie' Robertson,1.555,557
Jack Betts,20581.0,2.0,Henry Balkan,3.097,557
Stanley Anderson,15253.0,2.0,General Slocum,1.432,557
Ron Perkins,125024.0,2.0,Dr. Mendel Stromm,1.275,557
Joe Manganiello,20580.0,2.0,Flash Thompson,4.847,557
Michael Papajohn,20582.0,2.0,Carjacker,1.312,557
K. K. Dodds,6945.0,1.0,Simkins,3.807,557
Ted Raimi,11769.0,2.0,Hoffman,1.74,557
Bruce Campbell,11357.0,2.0,Ring Announcer,4.064,557
Elizabeth Banks,9281.0,1.0,Betty Brant,8.673,557
John Paxton,19326.0,2.0,Houseman,0.6,557
Tim DeZarn,956719.0,2.0,Philip Watson,1.678,557
Taylor Gilbert,1355926.0,1.0,Madeline Watson,0.608,557
Randy Poffo,89023.0,2.0,Bone Saw McGraw,2.53,557
Larry Joshua,21380.0,2.0,Wrestling Promoter,0.781,557
Timothy Patrick Quill,11766.0,0.0,Wrestling Arena Guard,1.141,557
Lisa Danielle,1777122.0,1.0,Bone-ette,0.98,557
Natalie T. Yeo,2597778.0,0.0,Bone-ette,0.6,557
Erica D. Porter,2597779.0,0.0,Bone-ette,1.079,557
Kristen Davidson,2597781.0,0.0,Bone-ette,0.6,557
Jason Padgett,145617.0,2.0,Flash's Crony,0.6,557
Shan Omar Huey,20583.0,0.0,Teacher,0.98,557
Sally Levi,1898744.0,1.0,Girl on Bus,0.6,557
Evan Arnold,169349.0,2.0,Doctor,1.788,557
Jill Sayre,2268393.0,1.0,Nurse,0.6,557
Jim Ward,86007.0,0.0,Project Coordinator,1.336,557
David Holcomb,1550750.0,0.0,Test Pilot,0.6,557
Octavia Spencer,6944.0,1.0,Check-In Girl,4.984,557
Brad Grunberg,159907.0,2.0,Heckler,1.052,557
Shane Habberstad,1530533.0,0.0,Little Billy,0.98,557
Deborah Wakeham,170142.0,1.0,Billy's Mom,1.729,557
Rachael Bruce,2597792.0,0.0,Times Square Child,0.6,557
Mackenzie Bryce,2299707.0,0.0,Times Square Child,0.6,557
Julia Barrie,228985.0,0.0,Times Square Child,0.6,557
Macy Gray,60560.0,1.0,Herself,1.092,557
Myk Watford,84955.0,2.0,Cop at Fire,1.96,557
Bill Calvert,147592.0,2.0,Fireman,1.4,557
Sylva Kelegian,61830.0,1.0,Mother at Fire,1.38,557
Kristen Marie Holly,202647.0,0.0,Young Lady at Fire,0.6,557
Ajay Mehta,1218780.0,0.0,Cabbie,1.4,557
Peter Appel,1005.0,2.0,Cabbie,2.188,557
Scott Spiegel,11641.0,2.0,Marine Cop,1.19,557
Matt Smith,1740218.0,2.0,Cop at Carjacking,0.6,557
Sara Ramirez,125055.0,3.0,Cop at Carjacking,3.347,557
Lucy Lawless,20584.0,1.0,Punk Rock Girl,5.772,557
Jayce Bartok,21130.0,2.0,Subway Guitarist,0.6,557
Maribel González,1819478.0,0.0,Lady Dogwalker,0.6,557
Amy Bouril,2597796.0,0.0,Office Lady,0.6,557
Joseph D'Onofrio,17928.0,2.0,Opinionated Cop,0.728,557
Jim Norton,135855.0,2.0,Surly Truck Driver,0.994,557
Corey Mendell Parker,1347687.0,0.0,Chaperone in Tram,0.766,557
Ashley Edner,75331.0,1.0,Girl in Tram,0.732,557
William Joseph Firth,2597798.0,0.0,Boy in Tram,0.6,557
Alex Black,154694.0,2.0,Boy in Tram,1.434,557
Laura Gray,1745659.0,1.0,Tram Group Mother,0.6,557
Joe Virzi,1739821.0,0.0,New Yorker on Bridge,0.6,557
Michael Edward Thomas,2320778.0,0.0,New Yorker on Bridge,0.608,557
Jeanie Fox,2597805.0,0.0,New Yorker on Bridge,0.6,557
Robert Kerman,55648.0,2.0,Tugboat Captain,1.695,557
Stan Lee,7624.0,2.0,Man in Fair (uncredited),5.611,557
Una Damon,154644.0,1.0,Lab Tour Guide (uncredited),1.763,557
Rick Avery,81687.0,2.0,Cop (uncredited),1.62,557
Peter Aylward,1279.0,0.0,Colonel (uncredited),0.6,557
Jillian Clare,1224170.0,1.0,Crying Girl in Tram (uncredited),1.764,557
Chris Coppola,23791.0,2.0,Kyle (uncredited),0.749,557
Jesse Heiman,168872.0,2.0,Spectator at School Fight (uncredited),1.22,557
Leroy Patterson,1390775.0,2.0,World Unity Festival Attendant (uncredited),0.702,557
Benny Urquidez,87841.0,2.0,Mugger (uncredited),1.4,557
Scott L. Schwartz,1906.0,2.0,Screaming Wrestler (uncredited),1.75,557
Jophery C. Brown,9559.0,2.0,Chef (uncredited),1.421,557
Brian J. Williams,203950.0,2.0,Young Thug #2 (uncredited),1.048,557
Mark De Alessandro,16500.0,0.0,Cop (uncredited),0.605,557
Tia Dionne Hodge,1364589.0,0.0,Uptown Woman (uncredited),0.98,557
Loren Janes,951607.0,2.0,Board of Directors Member (uncredited),0.6,557
Andray Johnson,165282.0,2.0,Balkan's Aide (uncredited),0.98,557
Martin Pfefferkorn,189756.0,2.0,Thug on 8x10 (uncredited),1.094,557
Tammi Sutton,25298.0,1.0,Street Vendor (uncredited),0.6,557
Lindsay Thompson,1245801.0,0.0,Mary Jane's Friend (uncredited),0.6,557
Sean Valla,891426.0,0.0,Boat Light Man (uncredited),0.98,557
Philip Ng,1358996.0,0.0,Diamond District Attendee (uncredited),0.6,557
Pete Macnamara,1033099.0,0.0,Pentagon Officer (uncredited),0.6,557
Joy Michelle Moore,1906114.0,1.0,World's Fair Mom (uncredited),0.6,557
Al Goto,1537690.0,2.0,Cop (uncredited),1.4,557
Jacob Tremblay,1277188.0,2.0,Luca Paguro (voice),10.126,508943
Jack Dylan Grazer,1774679.0,2.0,Alberto Scorfano (voice),6.296,508943
Emma Berman,2990400.0,1.0,Giulia Marcovaldo (voice),3.198,508943
Saverio Raimondo,1874693.0,2.0,Ercole Visconti (voice),0.714,508943
Maya Rudolph,52792.0,1.0,Daniela Paguro (voice),4.915,508943
Marco Barricelli,2990412.0,2.0,Massimo Marcovaldo (voice),1.509,508943
Jim Gaffigan,84407.0,2.0,Lorenzo Paguro (voice),1.873,508943
Peter Sohn,21198.0,2.0,Ciccio (voice),2.268,508943
Lorenzo Crisci,3129608.0,2.0,Guido (voice),0.6,508943
Marina Massironi,7543.0,1.0,Signora Marsigliese (voice),0.694,508943
Luigi La Monica,2077906.0,2.0,Tomasso (Old Fisherman) (voice),0.6,508943
Sandy Martin,53931.0,1.0,Grandma Paguro (voice),1.4,508943
Giacomo Gianniotti,1362995.0,2.0,Giacomo (Young Fisherman) (voice),3.093,508943
Elisa Gabrielli,64445.0,1.0,Concetta Aragosta (voice),1.667,508943
Mimi Maynard,1219797.0,1.0,Pinuccia Aragosta (voice),0.706,508943
Sacha Baron Cohen,6730.0,2.0,Uncle Ugo (voice),4.049,508943
Francesca Fanti,1591205.0,1.0,Maggiore (Cop) (voice),0.6,508943
Jonathan Nichols,1443802.0,2.0,Priest (voice),0.6,508943
Enrico Casarosa,930567.0,2.0,Card Player / Angry Fisherman (voice),3.623,508943
Jim Pirri,1225592.0,2.0,Mr. Branzino (voice),2.711,508943
Dwayne Johnson,18918.0,2.0,Frank Wolff,35.948,451048
Emily Blunt,5081.0,1.0,Dr. Lily Houghton,15.178,451048
Edgar Ramírez,25616.0,2.0,Lope de Aguirre,3.589,451048
Jack Whitehall,212285.0,2.0,McGregor Houghton,13.163,451048
Jesse Plemons,88124.0,2.0,Prince Joachim,19.083,451048
Paul Giamatti,13242.0,2.0,Nilo,8.958,451048
Veronica Falcón,1029593.0,1.0,Trader Sam,5.363,451048
Dani Rovira,1271600.0,2.0,Sancho,3.209,451048
Quim Gutiérrez,34018.0,2.0,Melchor,2.645,451048
Dan Dargan Carter,2896832.0,2.0,Gonzalo,0.6,451048
Andy Nyman,22810.0,2.0,Sir James Hobbs-Coddington,3.461,451048
Raphael Alejandro,1368512.0,2.0,Zaqueu,2.404,451048
Simone Lockhart,2383019.0,1.0,Anna,0.983,451048
Pedro López,1223246.0,2.0,Chief,1.96,451048
Sulem Calderon,2055681.0,1.0,Quila,0.6,451048
Sebastian Blunt,1504931.0,0.0,Society Guard,0.6,451048
Mark Ashworth,1301772.0,2.0,Society Member 1,3.609,451048
Allan Poppleton,132639.0,2.0,Society Worker,0.6,451048
Caroline Paige,3105304.0,1.0,Kid Tourist,0.6,451048
James Quattrochi,51656.0,2.0,Italian Tourist,0.98,451048
Stephen Dunlevy,1492293.0,2.0,Middlepart,3.822,451048
Philipp Maximilian,3105214.0,0.0,Axel,0.6,451048
Romualdo Castillo,2139817.0,2.0,Animal Vendor,0.6,451048
Pedro Haro,1812569.0,0.0,Bird Vendor,0.6,451048
Christina Souza,1718812.0,1.0,Barmaid,0.6,451048
Michael H. Cole,1158065.0,2.0,Bus Conductor,0.694,451048
Hector Banos,2232794.0,2.0,Puka Michuna Warrior,0.6,451048
Peter Luis Zimmerman,1216911.0,0.0,Puka Michuna Warrior,1.025,451048
Travis Gomez,2090351.0,2.0,Puka Michuna Warrior,1.4,451048
David Lengel,118236.0,2.0,Boat Tourist,1.784,451048
Justin Randell Brooke,1622087.0,0.0,Boat Tourist,0.764,451048
Piper Collins,2628528.0,0.0,Boat Tourist,0.6,451048
Keith Arthur Bolden,1278911.0,2.0,Boat Tourist,4.133,451048
Vin Diesel,12835.0,2.0,Dominic Toretto,28.501,385128
Michelle Rodriguez,17647.0,1.0,Letty Ortiz,12.262,385128
Tyrese Gibson,8169.0,2.0,Roman Pearce,8.3,385128
Ludacris,8171.0,2.0,Tej Parker,4.869,385128
John Cena,56446.0,2.0,Jakob Toretto,9.656,385128
Nathalie Emmanuel,1251069.0,1.0,Ramsey,19.358,385128
Jordana Brewster,22123.0,1.0,Mia Toretto,6.823,385128
Sung Kang,61697.0,2.0,Han Lue,9.507,385128
Michael Rooker,12132.0,2.0,Buddy,9.551,385128
Helen Mirren,15735.0,1.0,Magdalene 'Queenie' Shaw,9.435,385128
Kurt Russell,6856.0,2.0,Mr. Nobody,7.209,385128
Charlize Theron,6885.0,1.0,Cipher,14.736,385128
Cardi B,1562344.0,1.0,Leysa,1.819,385128
Anna Sawai,1434487.0,1.0,Elle,2.767,385128
Lucas Black,155.0,2.0,Sean Boswell,6.218,385128
Shad Moss,58197.0,2.0,Twinkie,4.966,385128
Jason Tobin,162367.0,2.0,Earl Hu,2.059,385128
Thue Ersted Rasmussen,1476901.0,0.0,Otto,0.98,385128
Don Omar,90634.0,2.0,Rico Santos,2.103,385128
Shea Whigham,74242.0,2.0,Agent Stasiak,6.231,385128
Vincent Sinclair Diesel,3120149.0,0.0,Younger Dom,0.6,385128
Finn Cole,1508313.0,2.0,Young Jakob,7.23,385128
Vinnie Bennett,1193055.0,2.0,Young Dom,2.391,385128
J. D. Pardo,81391.0,2.0,Jack Toretto,3.793,385128
Jim Parrack,83968.0,2.0,Kenny Linder,1.761,385128
Lex Elle,2347244.0,0.0,Sergeant Reyes,0.6,385128
Krzysztof  Mardula,2347245.0,2.0,Thug,0.84,385128
Amber Sienna,2157784.0,0.0,Interpol,7.009,385128
Martyn Ford,1510237.0,2.0,Lieutenant Sue,9.004,385128
Albert Giannitelli,2613103.0,0.0,Technician,0.6,385128
Ozuna,2228673.0,2.0,Young Santos,1.4,385128
Méghane De Croock,2994586.0,1.0,Otto's Entourage,0.98,385128
Bad Bunny,2550161.0,2.0,Lookout,1.4,385128
Siena Agudong,1537084.0,1.0,Young Mia,1.963,385128
Isaac Holtane,3120140.0,0.0,Little Brian,0.6,385128
Immanuel Holtane,3120141.0,0.0,Little Brian,0.6,385128
Azia Dinea Hale,3120142.0,0.0,Young Letty,0.6,385128
Juju Zhang,2604969.0,0.0,Young Elle,0.6,385128
Karson Kern,1916439.0,2.0,Young Vince,1.4,385128
Igby Rigney,2982416.0,2.0,Young Jesse,1.911,385128
Sophia Tatum,3120144.0,0.0,Racer Chick,0.6,385128
Francis Ngannou,1603313.0,2.0,Ferocious Professional,1.4,385128
Cered,3120146.0,0.0,Young Leo,0.6,385128
Oqwe Lin,3120147.0,0.0,'Hey' Kid,0.6,385128
Bill Simmons,3120148.0,0.0,Linder Pit Crew,0.6,385128
Luka Hays,3120150.0,0.0,Deputy,0.6,385128
Jimmy Lin,3120145.0,0.0,Lookout,0.6,385128
Jason Statham,976.0,2.0,Deckard Shaw (uncredited),27.98,385128
Margot Robbie,234352.0,1.0,Harleen Quinzel / Harley Quinn,22.258,436969
Idris Elba,17605.0,2.0,Robert DuBois / Bloodsport,15.96,436969
John Cena,56446.0,2.0,Christopher Smith / Peacemaker,9.656,436969
Joel Kinnaman,92404.0,2.0,Rick Flag,9.27,436969
Sylvester Stallone,16483.0,2.0,Nanaue / King Shark (voice),20.865,436969
Viola Davis,19492.0,1.0,Amanda Waller,8.058,436969
David Dastmalchian,83854.0,2.0,Abner Krill / Polka-Dot Man,5.801,436969
Daniela Melchior,1784612.0,1.0,Cleo Cazo / Ratcatcher 2,6.788,436969
Peter Capaldi,12982.0,2.0,Gaius Grieves / The Thinker,6.464,436969
Michael Rooker,12132.0,2.0,Brian Durlin / Savant,9.551,436969
Jai Courtney,224181.0,2.0,George 'Digger' Harkness / Captain Boomerang,5.425,436969
Alice Braga,8602.0,1.0,Sol Soria,10.99,436969
Pete Davidson,1427948.0,2.0,Richard Hertz / Blackguard,9.181,436969
Nathan Fillion,51797.0,2.0,Cory Pitzner / T.D.K.,8.402,436969
Storm Reid,1344344.0,1.0,Tyla DuBois,3.408,436969
Joaquín Cosío,76857.0,2.0,General Mateo Suarez,5.229,436969
Juan Diego Botto,36632.0,2.0,Silvio Luna,7.06,436969
Steve Agee,559457.0,2.0,John Economos / On-Set King Shark,4.343,436969
Jennifer Holland,87165.0,1.0,Emilia Harcourt,4.707,436969
Tinashe Kajese,1704660.0,0.0,Flo Crawley,0.6,436969
Sean Gunn,51663.0,2.0,Weasel / Calendar Man,4.147,436969
Flula Borg,1471841.0,2.0,Gunter Braun / Javelin,1.282,436969
Mayling Ng,1527565.0,1.0,Mongal,2.003,436969
Taika Waititi,55934.0,2.0,Ratcatcher 1,12.471,436969
Julio Ruiz,1665686.0,0.0,Milton,0.6,436969
Lynne Ashe,1493882.0,1.0,Polka-Dot Man's Mom,1.4,436969
Dee Bradley Baker,23680.0,2.0,Sebastian (voice),3.682,436969
John Ostrander,2267336.0,2.0,Dr. Fitzgibbon,1.22,436969
Stephen Blackehart,85096.0,2.0,Briscoe,1.4,436969
Natalia Safran,20755.0,1.0,Kaleidoscope,1.999,436969
Mikaela Hoover,1363394.0,1.0,Camila,5.66,436969
Lloyd Kaufman,78021.0,2.0,Man in Bar,1.424,436969
Pom Klementieff,139820.0,1.0,Dancer in Bar (uncredited),6.053,436969
Angel Airan Bonilla,1614055.0,0.0,Palace Guard,0.6,436969
Andrew Ayala,1851210.0,0.0,Palace Guard (uncredited),0.694,436969
James William Ballard,2046183.0,2.0,Soldier (uncredited),0.621,436969
Timothy Carr,1787405.0,2.0,Prison Guard (uncredited),0.6,436969
Jared Leland Gore,3192808.0,0.0,Double Down,0.6,436969
Gerardo Davila,968692.0,2.0,General Vera,0.828,436969
Josh Ventura,1280398.0,2.0,Astronaut,1.533,436969
Giovannie Cruz,3125907.0,0.0,Isabella,1.008,436969
Sergio Carlo,133511.0,2.0,Isabella's Second,0.6,436969
Edgar Zanabria,1986544.0,0.0,Torn-in-Half Soldado,0.6,436969
Jamie Lee Curtis,8944.0,1.0,Laurie Strode,7.735,610253
Judy Greer,20750.0,1.0,Karen Nelson,10.562,610253
Andi Matichak,1511997.0,1.0,Allyson Nelson,5.122,610253
James Jude Courtney,1267684.0,2.0,The Shape,4.65,610253
Nick Castle,14692.0,2.0,The Shape,5.538,610253
Airon Armstrong,1142261.0,0.0,The Shape (1978),5.544,610253
Will Patton,883.0,2.0,Frank Hawkins,10.023,610253
Thomas Mann,1142720.0,2.0,Young Hawkins,5.093,610253
Jim Cummings,1416383.0,2.0,Pete McCabe,2.032,610253
Dylan Arnold,1039523.0,2.0,Cameron Elam,16.822,610253
Robert Longstreet,79416.0,2.0,Lonnie Elam,5.753,610253
Anthony Michael Hall,1904.0,2.0,Tommy Doyle,2.898,610253
Charles Cyphers,11786.0,2.0,Leigh Brackett,3.264,610253
Scott MacArthur,209087.0,2.0,Big John,3.189,610253
Michael McDonald,178926.0,2.0,Little John,1.992,610253
Ross Bacon,3274599.0,2.0,Tivoli,0.694,610253
Kyle Richards,15503.0,1.0,Lindsey Wallace,5.459,610253
Nancy Stephens,15508.0,1.0,Marion Chambers,2.563,610253
Diva Tyler,1546659.0,0.0,Sondra,1.176,610253
Brian Mays,2932966.0,2.0,Brian the Bartender,0.828,610253
Lenny Clarke,87131.0,2.0,Phil,1.306,610253
Michael Smallwood,1874944.0,2.0,Marcus,0.829,610253
Carmela McNeal,1832264.0,1.0,Vanessa,1.78,610253
Omar J. Dorsey,59844.0,2.0,Sheriff Barker,0.658,610253
Damien Lee,3274602.0,0.0,Concerned Brother,0.6,610253
Salem Collins,2896890.0,0.0,Christy,0.694,610253
Giselle Witt,2896889.0,0.0,Mindy,0.828,610253
J. Gaven Wilde,2706071.0,2.0,Dennis,0.84,610253
Tom Jones Jr.,1389588.0,2.0,Dr. Samuel Loomis,0.6,610253
Colin Mahan,2210365.0,0.0,Dr. Samuel Loomis (voice),0.84,610253
Brian F. Durkin,146020.0,2.0,Deputy Graham,2.259,610253
Tristian Eggerling,1669428.0,0.0,Young Lonnie Elam,0.84,610253
Drew Scheid,1944274.0,2.0,Oscar,8.205,610253
Holli Saperstein,1205390.0,0.0,Oscar's Mom,0.6,610253
Ryan Lewis,1196727.0,2.0,Deputy Sullivan,1.094,610253
Jacob Keohane,2548563.0,2.0,Deputy Tobias,0.84,610253
Charlie Benton,2010040.0,0.0,Officer Richards,0.694,610253
Christian Michael Pates,3274610.0,0.0,Young Michael Myers,0.828,610253
Jibrail Nantambu,2019566.0,2.0,Julian,0.84,610253
P.J. Soles,15500.0,1.0,Lynda,3.821,610253
Bob Odenkirk,59410.0,2.0,Bob,6.458,610253
Nancy Kyes,11787.0,1.0,Annie Brackett (archive footage) (uncredited),4.142,610253
Tony Moran,15516.0,2.0,Michael Myers (1978) (archive footage) (uncredited),0.84,610253
Haluk Bilginer,117640.0,2.0,Dr. Ranbir Sartain (archive footage) (uncredited),3.256,610253
Tobey Maguire,2219.0,2.0,Peter Parker / Spider-Man,14.732,559
Kirsten Dunst,205.0,1.0,Mary Jane Watson,14.969,559
James Franco,17051.0,2.0,Harry Osborn / New Goblin,5.446,559
Thomas Haden Church,19159.0,2.0,Flint Marko / Sandman,5.286,559
Topher Grace,17052.0,2.0,Eddie Brock / Venom,4.132,559
Bryce Dallas Howard,18997.0,1.0,Gwen Stacy,7.07,559
Dylan Baker,19152.0,2.0,Curt Connors,2.879,559
Rosemary Harris,18998.0,1.0,May Parker,2.906,559
J.K. Simmons,18999.0,2.0,J. Jonah Jameson,9.446,559
James Cromwell,2505.0,2.0,Captain Stacey,6.228,559
Theresa Russell,9207.0,1.0,Mrs. Marko,2.686,559
Bill Nunn,5502.0,2.0,Joseph Robertson,1.555,559
Bruce Campbell,11357.0,2.0,Maître D',4.064,559
Elizabeth Banks,9281.0,1.0,Miss Brant,8.673,559
Ted Raimi,11769.0,2.0,Hoffman,1.74,559
Perla Haney-Jardine,6585.0,1.0,Penny Marko,3.955,559
Willem Dafoe,5293.0,2.0,Norman Osborn / Green Goblin,19.626,559
Cliff Robertson,19153.0,2.0,Ben Parker,1.984,559
Elya Baskin,2368.0,2.0,Mr. Ditkovitch,3.203,559
Mageina Tovah,20645.0,1.0,Ursula,4.655,559
John Paxton,19326.0,2.0,Houseman,0.6,559
Becky Ann Baker,59206.0,1.0,Mrs. Stacy,0.961,559
Stan Lee,7624.0,2.0,Man in Times Square,5.611,559
Michael Papajohn,20582.0,2.0,Dennis Carradine / Carjacker,1.312,559
Joe Manganiello,20580.0,2.0,Flash Thompson,4.847,559
Hal Fishman,116627.0,2.0,Anchorman,0.6,559
Lucy Gordon,113608.0,1.0,Jennifer Dugan,1.38,559
Steve Valentine,78311.0,2.0,Photographer,2.984,559
Tim Maculan,1226471.0,2.0,Play Director,1.38,559
Marc Vann,159456.0,2.0,Play Producer,2.697,559
Joe Bays,105701.0,2.0,Jazz Club Manager,0.616,559
Gregg Daniel,66653.0,2.0,Precinct Detective,1.742,559
Rogelio T. Ramos,1451076.0,2.0,Emergency Room Doctor,1.02,559
Timothy Patrick Quill,11766.0,0.0,Crane Operator,1.141,559
Christopher Young,19155.0,2.0,Pianist,0.828,559
Grant Curtis,7628.0,2.0,Driver,0.6,559
Toni Wynne,99932.0,1.0,Congratulatory Woman at Daily Bugle,0.6,559
Andre B. Blake,552526.0,2.0,Crane Disaster Radio Policeman,1.435,559
Kathryn Bryding,1781288.0,1.0,Woman Outside Theater,0.6,559
Joe Virzi,1739821.0,0.0,Police Detective,0.6,559
Bill E. Rogers,1735986.0,0.0,New Jersey State Policeman,0.6,559
Michael Alexander,1781297.0,0.0,New Jersey State Policeman,0.6,559
April Parker-Jones,1435965.0,1.0,Test Site Technician,1.188,559
Edward Padilla,1781298.0,2.0,Test Site Technician,1.4,559
Robert Curtis Brown,233298.0,2.0,Test Site Technician,2.283,559
Paul Terrell Clayton,60490.0,2.0,Test Site Technician,0.6,559
Carolyn Neff,175606.0,1.0,Test Site Technician,0.729,559
Christina Cindrich,1656631.0,1.0,Test Site Technician,0.6,559
Sonya Maddox,173163.0,1.0,ICU Nurse,0.98,559
Derrick 'Phoenix' Thomas,1781299.0,0.0,Cop at Crane Disaster,0.6,559
Jessi Collins,1781300.0,1.0,Mary Jane's Replacement,0.6,559
Michael McLaughlin,1781301.0,0.0,Boy at Key to the City Ceremony,0.6,559
Anne Gartlan,1781302.0,1.0,Councilwoman,0.98,559
Emilio Rivera,53257.0,2.0,Policeman at Sand Truck,2.813,559
Keith Woulard,92486.0,0.0,Policeman at Sand Truck,1.62,559
Reynaldo Gallegos,52946.0,2.0,Armored Car Driver,2.13,559
Jim Coope,1781303.0,0.0,Newstand Patron,0.6,559
Dean Edwards,98396.0,0.0,Newstand Patron,0.84,559
Margaret Laney,558055.0,1.0,Newstand Patron,1.194,559
Aimee Miles,1781304.0,1.0,Coffee Shop Waitress,0.98,559
Tanya Bond,1781307.0,1.0,Jazz Club Waitress,0.6,559
Mark Kubr,193946.0,2.0,Jazz Club Bouncer,1.4,559
Tony Besson,1446719.0,0.0,Photoshoot Client,0.694,559
Ramon Adams,1781308.0,0.0,Businessman (uncredited),0.6,559
A.J. Adelman,1781309.0,0.0,Theater Attendee (uncredited),0.6,559
Angelis Alexandris,1781310.0,0.0,Pedestrian (uncredited),0.6,559
Dawn Marie Anderson,1781311.0,1.0,I.C.U. Nurse (uncredited),0.632,559
